Code;Label
3265;Telephone connection                  
3266;Installation of private wells                
3267;Installation of solar energy system               
3269;Other assimilated works                 
33;HEATING, LIGHTING, WATER, ENERGY EXPENDITURE               
331;Water                   
3311;Main residence water bill                
3312;Secondary residence water bill                
3313;Fees for water purchase (for households not connected)            
3314;Water consumption fictitious costs                
3319;Other water costs (sanitation…)                
332;Electricity                   
3321;First residence electricity bill                
3322;Secondary residence electricity bill                
3323;Fees for electricity purchase (excl. ONE and Regie (maintenance, generator and electrical unit…)       
3324;Electricity consumption fictitious costs                
3329;Other electricity costs                 
333;Butane gas (excl. bottle deposit, see code 4329)            
3331;Small botttle refill (3 kg)               
3332;Big bottle refill (12 kg)               
3333;Huge bottle refill (35 kg)               
3334;Butane refill nos                 
334;Liquid fuels                  
3341;Domestic kerosine                  
3342;Gas-oil and fuel for domestic usage (excl. gas-oil for vehicles)          
3349;Other liquid fuels (methylated spirits)               
335;Wood                   
3351;Wood purchase expenses                 
3352;Purchase expenses of collected wood for domestic usage            
336;Coal                   
3361;Charcoal                   
3362;Coke, coal and other assimilated coals              
337;Other energy expenditure                 
3371;Cell                   
3372;Battery refill                  
3373;Carbide                   
3374;Costs related to solar energy use              
3375;Battery for domestic use                
3376;Energy fictitious costs (solar energy…)               
3379;Other energy expenditure                 
338;Detritus vegetal tissue or animal waste              
3381;Detritus vegetal tissue or animal waste              
34;OTHER HOUSING EXPENDITURE                 
341;Other housing expenditure                 
3411;Other housing expenditure (well cleaning…)               
4;HOUSEHOLD GOODS                  
41;House linen and furnishing                
411;Traditional furnishing                  
4111;Meida                   
4112;Chest                   
4113;Shelf                   
4114;Bench for seddari                 
4119;Other traditional furniture                 
412;Modern furnishing                  
4121;Bed (incl. couch/divan and other bedroom furniture             
4122;Table (incl. rolling table)                
4123;Chair, armchair, sofa                 
4124;Wardrobe, cupboard, credence, dresser, desk, bokkcase, shelf             
4125;Other furniture for dining room or kitchen             
4126;Other furniture for living room               
4127;Equipment for children                 
4128;Garden furniture                  
4129;Other modern furnishing                 
413;Floor covering                  
4131;Rugs, carpets                  
4132;Henbel                   
4133;Moquette                   
4134;Floor mat                  
4139;Other floor covering                 
414;Furnishing accessories                  
4141;Mirrors                   
4142;Knickknack items (earthen, ceramics…)                
4143;Accessories for curtains and windows               
4144;Flowers and assimilated                 
4145;First aid cabinet, bathroom chets               
4149;Other furnishing accessories                 
415;Fabric household goods                 
4151;Mattress                   
4152;Cushion, pillow, bolster                 
4153;Cover (including bedcover), plaids                
4154;Handkerchieves                   
4155;Bed linen (sheets, pillow case...)               
4156;Upholstery                   
4157;Net curtains (curtains, double ready made curtains…)             
4159;Other fabric household article                
416;Nonwoven fabrics for home furnishing               
4161;Wool for mattress and cushion               
4162;Lemkassa for mattress and cushion               
4169;Other nonwoven fabrics for home furnishing (cotton…)             
417;House linen                  
4171;Napkin                   
4172;Tablecloth                   
4173;Kitchencloth                   
4174;Other house linen (plastic tablecloth…)               
418;Unallocated furniture                  
4181;Unallocated furniture                  
419;Furniture and furnishing repair expenditure               
4191;Furniture and furnishing repair expenditure               
42;KITCHENWARE                   
421;Metal kitchenware                  
4211;Teapot, coffepot, kettle                 
4212;Metal tray                  
4213;Dish                   
4214;Pan, frying pan                 
4215;Pressure cooker…                  
4216;Basin, washbowl, bucket                 
4217;Cutlery                   
4218;Metal cutlery (knife, spoon, fork…)               
4219;Other metal kitchenware                 
422;Faience, China or ceramics tableware               
4221;Tableware: dish, cup, bowl, tray, glass, soup tereen, salad bowl and assimilated articles       
4222;Pot, pan                  
4223;Tajine                   
4224;Jug                   
4226;Kneading trough                  
4227;Jar                   
4228;Whole set                  
4229;Other faience, China or ceramics tableware              
423;Glass tableware                  
4231;Glass                   
4232;Dish and bowl                 
4233;Glass dining set                 
4239;Other glass tableware                 
424;Plastic tableware                  
4241;Plastic dish, cup, glass, bowl, tray, fork, spoon, knife, tupperwares and assimilated articles       
425;Paper or cardboard tableware                
4251;Dishes, boxes                  
4252;Paper napkins                  
4253;Various paper tableware items                
426;Wooden or vegetal made household items              
4261;Wooden tableware: dishes, spoons…                
4262;Wooden containers and differente household wood articles             
4263;Swipe                   
4264;Basket and different basketry assimilated articles              
4269;Wooden or vegetal made items nos              
427;Unallocated kitchenware                  
4271;Unallocated kitchenware                  
428;Kitchenware repair                  
4281;Kitchenware repair                  
43;Household appliances                  
431;Sewing or knitting machines                
4311;Electrical sewing machine                 
4312;Mechanical sewing machine, sewing machine nos              
432;Non electrical household appliances                
4321;Non electrical cooker (with oven)               
4322;Gas oven (for bread)                
4323;Gas hobs                  
4324;Brasero                   
4325;Light appliances (lamp, night-light…)                
4326;Non electrical heaters                 
4327;Gas waterheater                  
4328;Iron                   
4329;Other non electrical household appliances (solar waterheater, gas bottle deposit…)          
433;Electrical household appliances                 
434;Electrical household appliances                 
4331;Refrigerator, independent freezer                 
4332;Electrical cooker with oven                
4333;Washing machine (ioncluding drying machine)               
4334;Dishwasher                   
4335;Microwave oven                  
4336;Electrical iron                  
4337;Electrical oven for bread baking               
4338;Electrical hob                  
4339;Vaccum cleaner                  
4340;Air conditioner unit, fan                
4341;Electrical heater                  
4342;Electrical waterheater                  
4349;Other big electrical household appliances: portable washing machine, vented hood…          
435;Small electrical household appliances                
4351;Electrical blender,                  
4352;Coffee grounder, electrical coffee maker               
4353;Toaster, meat grill                 
4354;Electrical knife, electrical box-opener                
4359;Other small electrical household appliances               
436;Garden appliances                  
4361;Big garden appliances: mower…                
4362;Small garden appliances: watering pipes, sprinklers, pruning shears, wheelbarrow, garden tools…         
437;Electrical household appliances repair and accessories              
4371;Electrical household appliances repair and accessories              
44;LIGHT APPLIANCES                  
441;Light appliances                  
4411;Chandeliers and assimilated articles                
4412;Bracket lamps and other types of lamps, lampshade            
4419;Other light appliances nos                
442;Small light appliances                 
4421;Small light appliances: bulb, candle, pocket lamp, neon tubes…           
4423;Small light appliances: electrical cable, plug, multiple plug, extension cables and various electrical accessories…      
4429;Small light appliances nos                
443;Light appliances maintenance and repair               
4431;Electrical appliances maintenance and repair               
45;DO-IT-YOURSELF, IRONMONGERY AND VARIOUS HOUSEHOLD APPLIANCES              
451;Do-it-yourself appliances                  
4511;Big do-it-yourself appliances: saw, electric drill…              
4512;Small do-it-yourself handtools: hammer, screwdriver, different clamps, hand drill, tool box…         
4513;Various ironmongery: nails, pipes, bolts, doorstop, cement, plaster, glus, padlocks, locks…         
46;MAINTENANCE GOODS AND SERVICES                
461;Cleaning and maintenance goods and services              
4611;Washing products: laundry detergents-soaps, dishwashing soaps, softeners, stiffener            
4612;Disinfectants (bleach,hail)                  
4613;Maintenance products: insecticides, acid, ammonia, mothproof, glass maintenance            
4614;Garden maintenance products                 
4615;Air fragrance and fersheners                
4616;House cleaning and maintenance services: air conditioning, disinfectant, garden maintenance          
4617;Heaters, air conditioners maintenance                
4619;Other maintenance and cleaning products               
462;Cleaning and maintenance articles                
4621;Brushes, brooms,                  
4622;Sponges, cleaning towels and cloths               
4623;Clothbrush, shoebrush                  
4629;Other assimilated articles                 
463;Other household products                 
4631;Paper products: cellophane, aluminium, filter paper, paper napkins, vacuum cleaner’s bags         
4632;Plastic products: plastic bags, dustbin bags, household gloves…            
4633;Lasting accessories for electric household appliances: bowl for mixer…           
4634;Items used for laundry drying: clothes-line, racks, clamps…            
4639;Other household products nos                
464;House linen cleaning and dry cleaning              
47;OTHER EXPENDITURE RELATED TO HOUSEHOLD EQUIPMENT NEC             
471;Other expenditure related to household equipment nec             
4711;Expenditure related to household equipment transport              
4712;Expenditure related to household equipement installation              
4719;Other expenditure related to household equipment nec             
5;HYGIENE AND MEDICAL CARE                
51;Health and hygiene products and services              
511;Bath and shower-related expenses                
5111;Bath-related expenses (including massage)                
5112;Shower-related expenses                  
512;Hairdressing and beauty care services               
5121;Hairdressing for boys (under 18)               
5122;Hairdressing for men (over 18)               
5123;Hairdressing fro girls (under 18)               
5124;Hairdressing fro women (over 18)               
5125;Beauty care for men and boys (sauna and massage)           
5126;Beauty care for women and girls (sauna and massage)           
5129;Hairdressing and beauty care                
513;Health and beauty items                
5131;Toothbrush                   
5132;Comb (including hair pins, hair rolls…)              
5133;Hair dryer                  
5134;Razor blade                  
5135;Mechanic and electric shaver                
5136;Other health and beauty articles               
514;Health and beauty products                
5141;Toothpaste                   
5142;Shampoo                   
5143;Toilet soap                  
5144;Shaving cream                  
5145;Perfume and eau de toilette (including anti-perspirants and deodorants, aftershave…)          
5146;Rhassoul                   
5147;Henne                   
5148;Paper products: tissues, toilet paper, sanitary napkins, feminine protection...)           
5149;Other health and beauty products               
515;Beauty products and cosmetics                
5151;Blush foundation, powder                 
5152;Lipstick                   
5153;Nail polish, nail polish remover               
5154;Beauty creams (including sunscreens and suntanning products)             
5155;Hair products (hair dye, hair straightener products…)             
5156;Khool and suak                 
5159;Other beauty products and cosmetics               
516;Health and hygiene products for infants              
5161;Baby health and hygiene products               
5162;Child health and hygiene products               
517;Hygiene articles for infants                
5171;Articles for infants: bottles, teats and comforters, bottle heaters, sterilizers          
4179;Hygiene articles for infants nos               
52;MEDICAL CARE                  
53;MEDICAL CARE                  
521;Doctors’ fees                  
5211;Fees of general practicioners and specialized doctors for infants and babies (under 2)       
5212;Fees of general practicioners and specialized doctors for children (between 2 and 18)       
5213;Fees of general practicioners and specialized doctors for adults (over 18)         
5214;Fees of medical care providers: nurse, midwife, physiotherapist for infants and babies        
5215;Fees of medical care providers for children             
5216;Fees of medical care providers for adults             
5219;Fees nos                  
522;Medical analysis and X rays               
5221;Medical analysis for infants and babies (under 2)            
5222;Medical analysis for childrens (between 2 and 18)            
5223;Medical analysis for adults (over 18)              
5224;Medical analysis nos                 
5225;X-rays for infants (over 2)               
5226;X-rays for children (between 2 and 18)             
5227;X-rays for adults (over 18)               
5229;X rays nos                 
523;Hospital care and assimilated situations               
5231;Infant and baby’s (under 2) hospitalization              
5232;Child’s (between 2 and 18) hospitalization              
5233;Adult’s (over 18) hospitalization                
5234;Medical care for infants and babies (incl. ambulance transport) (under 2)         
5235;Medical care for children (incl. ambulance transport) (between 2 and 18)         
5236;Medical care for adults (incl. ambulance transport) (over 18)           
5239;Hospitalization nos                  
524;Birth delivery                  
5241;Birth delivery in hospital                
5242;Birth delivery at home with midwife (qabla)             
5243;Birth delivery at home with trained nurse             
5244;Birth delivery in a private hospital              
5249;Birth delivery nos                 
525;Medicine                   
5251;Purchase of prescription medicine for infant and baby (under 2)          
5252;Purchase of prescription medicine for child (between 2 and 18)          
5253;Purchase of prescription medicine for adult (over 18)            
5254;Purchase of unprescribed medicine for infant (under 2)            
5255;Purchase of unprescribed medicine for child (between 2 and 18)          
5256;Purchase of prescribed medicine for adult (over 18)            
5259;Purchase of medicine nos                
526;Dental care                  
5261;Dental prothesis for children (under 18)              
5262;Dental prothesis for adults (over 18)              
5263;Tooth extraction for children (under 18)              
5264;Tooth extraction for adults (over 18)              
5265;Other dental care for children (under 18)             
5266;Other dental care for adults (over 18)             
5269;Dental care nos                 
527;Glasses and other corrective medical appliances              
5271;Medical eye glasses (incl. contact lenses) for children (under 18)          
5272;Medical eye glasses (incl. contact lenses) for adults (over 18)          
5273;Other corrective medical aid appliances (hearing aid) for children (under 18)         
5274;Other corrective medical aid appliances (hearing aid) for adults (over 18)         
5278;Medical appliances repair                 
5279;Medical appliances nos                 
528;First aid supplies                 
5281;Wadding, cotton                  
5282;Dressing, plaster, bandages, thermometers, various items              
529;Traditional medicine                  
5291;Fees of fqih, chuafa for infant and baby care (under 2)         
5292;Fees of fqih, chuafa for child care (between 2 and 18)         
5293;Fees of fqih, chuafa for adult care (over 18)           
5294;Purchase of medicinal plants for infant and baby (under 2) care         
5295;Purchase of medicinal plants for child (between 2 and 18) care         
5296;Purchase of medicinal plants for adult (over 18) care           
5299;Expenditure related to traditional medicine nos              
530;Immunization expenses                  
5301;Infant and baby (under 2) immunization expenses             
5302;Child (between 2 and 18) immunization expenses             
5303;Adult (over 18) immunization expenses               
5309;Immunization expenses nos                 
531;Other expenses related to medical care              
5311;Other expenses related to medical care              
6;TRANSPORT AND COMMUNICATIONS                 
61;PRIVATE TRANSPORT                  
611;Vehicle purchase                  
6111;Car purchase                  
6112;Motocycle purchase                  
6113;Bicycle purchase                  
6114;Purchase of vehicle for disabled persons              
6119;Purchase of other means of transport (caravans, trailers…)            
612;Maintenance and repair                 
6121;Purchase of car spare parts (incl. car accessories, battery, tire, inner tube, spark plug, bulb and lamp…)   
6122;Spare parts purchase (incl. car accessories, battery, tire, inner tube, spark plug, bulb and lamp, screws…)    
6123;Car repair and maintenance expenses (washing, oil evacuation, review, battery refill…)         
6124;Expenses related to other vehicles repair and maintenance (brakes…)           
6125;Car technical visit expenses                
613;Gasoline and lubrificants                 
6131;Gas/fuel                   
6132;Regular and special gas/fuel                
6133;Gas-oil                   
6134;Oil and other lubrificants                
614;Other operating expenses                 
6141;Garage rent                  
6142;Parking expenses                  
6143;Car rent                  
6144;Other vehicles rent                 
6145;Driving licence (driving school fees)               
6146;Highway toll fares                 
6149;Other current expenses                 
615;Domestic animals used for transport               
6151;Purchase of animals used for transport (horse, mule, donkey…)           
6152;Food and other expenses related to domestic animals used for transport         
62;PUBLIC TRANSPORT EXPENDITURE (excluding professional transport and transport related to holidays)
621;Bus and taxi                 
6211;Bus                   
6212;Taxi                   
622;Shared taxi                  
6221;Shared taxi for a short run (intra-urban or intra-communal)           
6222;Shared taxi for long run (intra-urban or intra-communal)            
623;Coach                   
6231;Coach                   
624;Railway transport                  
6241;1st class railway transport                
6242;2nd class railway transport                
6243;Economic class railway transport                
6249;Railway transport nos                 
625;Maritime transport                  
6251;Maritime transport                  
626;Air transport                  
6261;Domestic air transport (inside Morocco)               
6262;International air transport                 
6269;Air transport nos                 
627;Other means of public transport               
6271;Barouche and cart                 
6272;Boat                   
6279;Fares of other means of transport              
628;Other transport services                 
6281;School transport fares                 
6282;Holidays: total amount of transport fares              
6283;Exceptional expenditure: transport travel fares for a ceremony            
629;Public transport fictitious costs paid by employers to their employees          
6291;Public transport fictitious costs paid by public employers to their employees         
6292;Public transport fictitious costs paid by private employers to their employees         
6293;Public transport fictitious costs paid by employers to their employees          
63;COMMUNICATIONS                   
631;Telephone purchase                  
6311;Telephone purchase                  
6312;Cell phone purchase                 
6313;Purchase of other communications appliances: fax machine, answering machine…           
632;Telephone fees                  
6321;Telephone subscription fees                 
6322;Cell phone subscription fees                
6323;Fees related to cell phone (bill, card refill…)            
6324;Fees related to telephones (bill, card refill…)             
6325;Public telephones (incl. telephone cards)               
6326;Private telephone booths                 
6327;Shops and neighbours’ telephones                
6328;Telephone repair                  
6329;Fictitious expenses for telephone services               
633;Stamping and franking fees                
6331;Postal fees for money orders, parcels and packages            
6332;Stamps (excl. stamp collection)                
6333;Telegram, telex, fax                 
6339;Other fees (mailbox…)                 
7;Leisure, shows, education and culture               
71;Electronic apPliances and accessories FOR LEISURE ACTIVITIES             
711;TV sets and magnetoscopes                
7111;Colour TV set                 
7112;Black and white TV set               
7113;Video player                  
7114;Other assimilated appliances                 
712;Radio set and record player               
7121;Radio set (incl. transistor, autoradio…)               
7122;Video set                  
7123;Radio and tape and record player (radio cassette player, walkman…)          
7124;Hifi deck                  
7125;CD player                  
7129;Other radio or music player appliances              
713;Camera                   
7131;Photo camera                  
7132;Film and movie camera                
7133;Projectors                   
714;Music instruments                  
7141;Music instruments                  
715;Computer and video games appliances               
7151;Computer                   
7152;Computer and PC peripherals (printer, keyboard…)              
7153;Computer accessories (mouse, diskettes, CD-ROMs…)               
7154;Video game player                 
7155;Video games accessories                 
716;Other electronic articles                 
7161;Calculators and various pocket electronic articles              
7162;Photocopiers and typing machines                
717;Other leisure durable goods                
7171;Sailboat, boat                  
7172;Satellite dish                  
7173;Other audiovisual equipment: decoder for TV digital channels (Canal Horizon, ART, Spanish channels…)       
7174;Non medical optical devices: magnifying glasses, magnifiers and assimilated devices          
7179;Other leaisure durable goods nos               
72;OTHER LEISURE ARTICLES AND LEISURE GOODS RENTAL FEES            
721;Sports, fishing, hunting and camping articles              
7211;Sports equipment and articles                
7212;Fishing equipment and supplies (fishing rod, hooks, baits…)            
7213;Hunting equipment and supplies (hunting gun…)              
7214;Camping equipment and articles (tent, sleeping bag, airbed, parasol umbrella…)          
7215;Various expenses related to hunting and fishing             
7216;Sports, fishing, hunting and camping articles nec             
722;Games and leisure articles                
7221;Games (cards, dominoes, chess, scrabble…)               
7222;Games and toys for different household members             
7223;Cycles for children                 
7224;Strollers and prams                 
7228;Other games and leisure articles               
723;Audiovisual accessories                  
7231;Recods, recorded audio cassettes and tapes              
7232;Recorded video cassettes and tapes               
7233;Blank cassettes and video tapes               
7234;Camera films, pellicles                 
7235;Small accessories for audiovisual items               
724;Pets                   
7241;Purchase of pets (dog, cat, bird…)              
7242;Domestic animal food                 
7243;Veterinary fees                  
7244;Accessories for pets and animals               
7249;Other expenses related to domestic animals              
725;Gardening, plants                  
7251;Flowers and plants                 
7252;Plants, seeds and grains and assimilated products             
7253;Gardening products: fertilizer, weedkiller…                
726;Repair of leisure and audiovisual articles              
7261;Leisure articles repair                 
7262;Audiovisual articles repair                 
7263;Expenditure related to leisure and audiovisual items (incl. installation of TV antenna and satellite dish)     
727;Leisure goods rental                 
7271;Rental expenditure of audiovisual appliances               
7272;Video tapes rental expenditure                
7273;Sports articles rental expenditure                
7279;Other rental expenditure of leisure goods              
73;ENTERTAINMENT AND CULTURAL ACTIVITIES (excl. restaurants, cafes, hotels)            
731;Cinema, theater, music performances, shows and assimilated activities            
7311;Cinema                   
7312;Theater                   
7313;Music performances                  
7314;Musicians and singers groups                
7319;Other assimilated shows and performances               
732;Sports shows                  
7321;Entry fees to football games               
7322;Entry fees to other sports games              
733;Other common entertainment activities                
7331;Circus                   
7332;Zoo                   
7333;Museums and monuments                 
7339;Other entertainment activities (fairs)                
734;Expenditure related to a sports or leisure activity            
7341;Health and fitness club membership fees              
7342;Non periodic fees for sports activities (swimming pool, tennis court…)          
7343;Clubs (excl. sports club) membership fees              
7344;Sports or leisure private and collective lessons             
7345;Activity rooms and games arcades               
7346;Cyber cafe                  
7349;Other expenditure related to sports or leisure activities            
735;Books (excl. school textbooks), newspapers and assimilated             
7351;Books excluding textbooks                 
7352;Daily newspapers                  
7353;Periodicals and magazines                 
7354;Comics                   
7355;Library subscription, non school books rental              
7359;Other printed material (postcards, namecards, calendar, diary, poster…)            
736;Photos and films                 
7361;Purchase of films and pellicles (incl. photo album)            
7362;Photo development and printing                
7369;Other expenditures related to photos and films             
737;Gambling games                  
7371;Lottery, loto, turf, totofoot and assimilated games             
7379;Other expenses related to gambling games              
738;Audiovisual subscriptions                  
7381;Foreign digital TV channels subscription (Canal Horizon, ART, Spanish channels…)          
7389;Other audiovisual subscription fees (Internet…)               
739;Consumable leisure goods rental                
7391;Audiovisual appliances rental fees                
7392;Video tapes rental fees                
7393;2-wheel vehicles, car renting                
7394;Leisure animals renting                 
7399;Other rental expenditure related to leisure consumable goods            
74;HOLIDAYS AND WEEKEND EXPENDITURE                
741;Expenditure related to holidays spent abroad (4 days minimum)           
7411;Air transport fares                 
7412;Railway transport fares                 
7413;Coach transport fares                 
7414;Boat transport fares                 
7415;Accommodation expenditure (hotel or house)               
7416;Expenditure related to food consumption in hotels, retaurants and cafes          
7417;Other expenditure related to holiday spent abroad             
7418;Expenditure related to holiday spent abroad: package tour paid to travel agency        
7419;Expenditure related to holiday spent abroad: global amount nos           
742;Expenditure related to holidays spent in Morocco (4 days minimum)          
7421;Air transport fares                 
7422;Railway transport fares                 
7423;Coach transport fares                 
7424;Boat transport fares                 
7425;Accommodation expenditure (hotel or house)               
7426;Expenditure related to food consumption in hotels, retaurants and cafes          
7427;Other expenditure related to holidays spent in Morocco            
7428;Expenditure related to holidays spent in Morocco: package tour paid to a travel agency      
7429;Expenditure related to holidays spent in Morocco: global amount nos          
743;Expenditure related to weekend leisure activities or short trips abroad (4 days minium)       
7431;Transport fares                  
7432;Accommodation expenditure (hotel)                 
7433;Expenditure related to food and beverage consumed in hotels, cafes, restaurants         
7434;Other expenditure related to weekend or less than 4-day trip abroad         
7435;Expenditure related to weekend or holiday spent abroad: global amount nos         
744;Expenditure related to weekend leisure activities or to 4-day minimum stay in Morocco       
7441;Transport fares                  
7442;Accommodation expenditure (hotel)                 
7443;Expenditure related to food and beverage consumed in hotels, cafes, restaurants         
7444;Expenditure related to stays among family members or friends           
7445;Other expenditure related to weekend or 4-day minimum trip abroad          
7446;Expenditure related to weekend or holiday spent in Morocco: global amount nos        
745;Leisure expenditure nos                 
7451;Leisure expenditure nos                 
75;EDUCATION                   
76;EDUCATION                   
751;Preschool education                  
7511;Registration fees                  
7512;Boarding and half-boarding                 
7513;Transport fees                  
7514;School supplies bought at the beginning of the school year          
7515;School fees                  
7516;School supplies bought during the school year             
7519;Other unallocated expenditures                 
752;Private primary education                 
7521;Registration fees (incl. school insurance and parents association membership fees)          
7522;School fees                  
7523;Boarding and half-boarding fees                
7524;Transport fare (incl. bus subscription fees)              
7525;School supplies bought at the beginning of the school year          
7526;School supplies bought during the school year             
7529;Other unallocated expenditures                 
753;Public primary education                 
7531;Registration fees (incl. school insurance and parents association membership fees)          
7532;Boarding and half-boarding fees                
7533;Transport fare (incl. bus subscription fees)              
7534;School supplies bought at the beginning of the school year          
7535;School supplies bought during the school year             
7539;Other unallocated expenditures                 
754;Private secondary education                 
7541;Registration fees (incl. school insurance and parents association membership fees)          
7542;School fees                  
7543;Boarding and half-boarding                 
7544;Transport fare (incl. bus subscription fees)              
7545;School supplies bought at the beginning of the school year          
7546;School supplies bought during the school year             
7549;Other unallocated expenditures                 
755;Public secondary education                 
7551;Registration fees (incl. school insurance and parents association membership fees)          
7552;Boarding and half-boarding                 
7553;Transport fare (incl. bus subscription fees)              
7554;School supplies bought at the beginning of the school year          
7555;School supplies bought during the school year             
7559;Other unallocated expenditures                 
756;Public high education                 
7561;Registration fees                  
7562;Boarding and half-boarding fees                
7563;Transport fare                  
7564;School supplies bought at the beginning of the school year          
7565;School supplies bought during the school year             
7569;Other unallocated expenditures                 
757;Private high education                 
7571;Registration fees                  
7572;School fees                  
7573;Boarding and half-boarding fees                
7574;Transport fare                  
7575;School supplies bought at the beginning of the school year          
7576;School supplies bought during the school year             
7579;Other unallocated expenditures                 
758;Public professional training                 
7581;Registration fees                  
7582;School fees                  
7583;Transport fare                  
7584;School supplies bought at the beginning of the school year          
7585;School supplies bought during the school year             
7589;Other unallocated expenditures                 
759;Private professional training                 
7591;Registration fees                  
7592;School fees                  
7593;Transport fare                  
7594;School supplies bought at the beginning of the school year          
7585;School supplies bought during the school year             
7599;Other unallocated expenditures                 
760;Other education expenditure                 
7601;Private course fees (incl. periodic and occasional expenditure incurred for these courses)        
7602;Expenditure related to correspondence studies               
7603;Manual jobs training course fees               
7604;Expenditure and donations in kind related to Al Koran learning          
7605;Koranic school (msid) fees (common periodic expenditure and occasional expenditure)          
7606;Literacy training course fees                
7609;Other education fees                 
761;Education fees                  
7611;Primary education fees                 
7612;Secondary education fees                 
7613;High education fees                 
7614;Private education fees                 
7615;Public education fees                 
762;Non formal education fees                
7621;Non formal education fees                
8;OTHER GOODS AND SERVICES                
81;JEWELRY AND WATCH ARTICLES                
811;Jewelry (rings, chains, earrings…)                
8111;Gold jewelry (including precious stones)               
8112;Silver jewelry                  
8113;Other metal jewelry                 
8114;Jewelry repair                  
812;Watch articles                  
8121;Clock                   
8122;Alarm clock                  
8123;Wrist watch (including pocket watch)               
8124;Watches nos                  
8125;Watch repair and accessories                
82;STATIONERY ARTICLES AND SUPPLIES                
821;Stationery                   
8211;Stationery (notebook, paper, envelops, postcards, diary)              
822;Pencils, pens, inks                 
8221;Pencils, pens, inks                 
823;Articles for writing and drawing               
8231;Articles for writing                 
824;Other stationery articles and supplies               
8241;Other stationery articles and supplies               
825;Photocopy and printing expenses                
8251;Photocopy and printing expenses                
83;LEATHER GOODS, TRAVEL ARTICLES                
831;Leather goods, travel articles                
8311;Wallet, purse                  
8312;Handbag                   
8313;Travel bags, sportsbags and assimilated articles              
8314;Binders, satchels, school bags                
8315;Other leather goods nec                
84;OTHER PERSONAL ARTICLES                 
841;Smoker’s articles                  
8411;Smoker’s articles (lighter, pipe, ashtray, cigarette paper…)             
842;Sun glasses                  
8421;Sun glasses                  
849;Other personal articles nec                
8491;Other personal articles nec                
85;VARIOUS EXPENDITURES                  
851;Domestic services                  
8511;Fees for domestics living among the household             
8512;Fees for domestics not living among the household            
8513;Housekeeper, gardener fees                 
8514;Driver fees                  
8515;Fictitious expenses for maids or domestics              
8516;Fictitious expenses for housekeeper, gardener               
8517;Fictitious expenses for driver                
8518;Fictitious expenses related to domestic services nos             
8519;Domestic services expenditures nos                
852;Expenditure related to stays outside the household usual place of residence and not related to leisure activities (excl. transport fare)
8521;Expenditure related to stays outside the household usual place of residence and not related to leisure activities (excl. transport fare)
853;Exceptional expenditure                  
8531;Exceptional expenditure for birth, birthday, baptism, circumcision             
8532;Exceptional expenditure for wedding and engagement              
8533;Exceptional expenditure for pilgrimage                
8534;Exceptional expenditure for funerals                
8535;House moving expenditure                 
8539;Other exceptional expenditure                 
854;Unallocated pocket money                 
8541;Unallocated pocket money for children over 15             
8542;Unallocated pocket money for household children over 15            
8543;Personal pocket money spent by a person living outside the household usual place of residence     
855;Other expenditures nec                 
8551;Presents nos                  
8552;Expenses, fees nos                 
8553;Unallocated individual expenses                 
86;JURIDICAL FEES                  
861;Juridical fees                  
8611;Adoul fees                  
8612;Lawyer fees                  
8613;Notary fees                  
8614;Court registration fees                 
87;INSURANCE                   
871;Health insurance                  
8711;Social security contribution paid by households to social security funds          
8712;Supplementary medical insurance                 
8713;Life or death insurance                
8714;Insurance: supplementary pension fund                
8719;Other health insurance                 
872;Insurance related to main or secondary residence             
8721;Insurance related to main or secondary residence             
873;Car, two-wheel and other vehicles insurance              
8731;Car insurance                  
8732;Two-wheel vehicle insurance                 
8733;Other vehicles insurance (including boats)               
874;Other insurance                  
8741;School insurance                  
8742;Travel insurance (Maroc assistance)                
8743;Specific good insurance                 
8749;Other insurances                  
88;BANKING SERVICES                  
881;Fees related to banking current operations              
8811;Fees related to banking current operations              
882;Subsription or a scheme offering package services             
8821;Subscription offering package services                
883;Other fees of banking services               
8831;Other fees for banking services               
9;FISCAL EXPENDITURE, MONEY TRANSFERS AND LOAN REIMBURSEMENT
91;FISCAL EXPENDITURE (not related to professional activities)             
911;Fiscal expenditure                  
9111;Road-fund license                  
9112;Car registration documents (incl. tax stamp for driving license)           
9113;Fines and levies                 
9114;Registration fees and taxes (passport, national identity card, birth certificate, license, tax stamps)       
9115;Judicial tax                  
9116;Urban tax                  
9117;Garbage tax                  
9119;Other fiscal expenditure (registration fees and taxes…)             
92;CASH TRANSFERS                  
921;Cash transfers                  
9211;Cash transfers to Moroccan private or public institutions            
9212;Alimonies paid to a household member (former wife…)            
9213;Regular cash transfer to family members              
9214;Regular cash transfers to non family members             
9215;Amounts paid regularly to a family member             
9216;Amounts paid regularly to a non-family member             
9217;Transfers from parents to their children during their higher education years in Morocco       
9218;Transfers from parents to their children during their higher education years abroad        
9219;Small presents                  
922;Donations and presents for worship               
9221;Donations and presents for worship               
923;Trade-unions, political parties or NGOs membership fees             
9231;Trade-unions, political parties or NGOs membership fees             
93;DONATIONS in kind                 
931;Food donations and presents                
9311;Food donations and presents offered to private or public institutions          
9312;Food donations and presents offered to households             
9313;Food donations and presents offered to households             
932;Non-food donations and presents                
9321;Donations and presents (excl. food) given to private or public institutions         
9322;Donations and presents (excl. food) offered to residing households           
9323;Donations and presents offered to non residing households            
933;Worship donations in kind                
9331;Worship donations in kind                
934;Donations to trade-unions, political parties or NGOs             
